result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
2381237|2190299||||||||||22|||||d||NOEC||DEC|POP||BMAS/|ASH FREE DRY MASS. STATS TO C CONTROL.||||||||||A|||31.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P||0.2744||||||M||R||||||||||||||||||||||||Dry||||||||| ||04/12/2017|04/12/2017|
108557|1140703||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||61||54||68|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|07/21/1992|
801670|1340631||||||||||96|||||h||LOEC||DEC|POP||ABND|||||||||||A|||150|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||P||||||||||||||||||||||||||||||||| DNUM/6//DOSES/19/38/75/150/300 ug/L//TESTID/1//OEF/HAZZARD ASSESSMENTS//EFCT%/38.8 TO 76.5% OF CONTROL////|1340631|09/26/2011||
2691151|2294099||||||||||72|||||h||NOEC||DEC|POP||PGRT|||||||||||F|||0.12|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||P||||||||||||||||||||||||||||||||| ||10/10/2022|10/10/2022|
2175567|2095615||||||||||48|||||h||EC50||DEC|POP||PGRT|||||||||||A|||142||131||154|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2316433|2163430||||||||||24|||||h||LOEC||DEC|ENZ||ESTE|||||29||||||A|||0.25|||||uM|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||12/29/2015|12/30/2015|
2378793|2189675||||||||||5|||||d||||INC|CEL||NCEL|||||||||||F|||||0.002||2.0|mg/L||||||||||||||||||||||||||||||||||||||||||||||MULT|||||||||U||||||||||||||||||||||||||||||||||| ||04/04/2017|04/05/2017|
2691287|2294117||||||||||24|||||h||NOEC||DEC|PHY||PSYN|||||||||||F|||0.005|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||P||||||||||||||||||||||||||||||||| ||10/10/2022|10/10/2022|
108809|1008177||||||||||0.08|||||h||EC50|||PHY||PSYN|||||||||||A|||710||466||985|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||07/17/1992|07/24/1992|
91836|1138215||||||||||11|||||d||EC50|||GRO||GGRO|||||||||||A|||60|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| O EFCT CONT/BACTERIAL TESTS, MICROCOSMS// ||11/03/1986||
227041|1233984||||||||||168|||||h||||DEC|POP||PGRT/|NEPHELOMETRY TECHNIQUE//||||||31||59||F|||||0.23||3.71|uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||||||||||||||||||||||||||||||||||| ||04/26/2004||
732447|1279122||||||||||3|||||h||LOEL||DEC|PHY||PSYN||WO|||85||||||A|||0.00000022|||||M||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| LIFESTG/GROWTH PHASE//DNUM/2//DOSES/0.00000022 M//TESTID/4//EFCT%/OF CONTROL//CONC/ONLY CONC TESTED////||08/20/2008||
2190133|2103895||||||||||96|||||h||LOEC||DEC|BCM||CHLA||WO|||42.46|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2357836|2180744||||||||||24|||||h||EC50||DEC|POP||PGRT|||||||||||A|||38.8|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/12/2016|10/12/2016|
2176446|2095525||||||||||72|||||h||LOEC||DEC|BCM||FLRS/|NON-PHOTOCHEMICAL QUENCHING|||||>|60|<|80|OF CONTROL, FROM GRAPH|F|||250|||||nM|DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS|||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL, FROM GRAPH//CONC1/DATA NOT PRESENTED FOR 25, 65, 125, 500, 1000, 2000 AND 10000 NM CONCS// ||02/07/2014|02/07/2014|
2380209|2190048||||||||||96|||||h||LOEC||DEC|POP||PGRT|||||||||||A|||0.25|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| |69952|04/11/2017|04/11/2017|
2380233|2190048||||||||||96|||||h||LOEC||DEC|POP||CHLA/|PER ML OF CULTURE||||||||||A|||1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| ||04/11/2017|04/11/2017|
2378802|2189676||||||||||5|||||d||EC50|||CEL||NCEL|||||||||||F|||0.28|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||04/04/2017|04/05/2017|
162498|1202961||||||||||24|||||h||EC50||DEC|POP||GPOP/|CHLOROPHYLL A, FLUOROMETRIC//||||||||||F|||784|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| NR||04/13/1998|04/22/1998|
233343|1192157||||||||||14|||||d||LC50||DEC|POP||PGRT|||||||||||F|||7.5|||||ug/dm3|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/STRAIN 1193//TESTID/36//MSMT/NR//DOSES/0.01-100 MG/DM3//SOURCE/LAB//WTINT/0.01-0.02 G/DM3//DNUM/NR//SEX/NR//TMETH/NR//STYPE/NR//ETIME/14 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/D//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||02/16/2007||
180067|1086152||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||A|||11|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||12/28/1999|04/11/2017|
224231|1231354|||||||||>|40|||||mi||IC50||DEC|POP||PSYN|||||||||||F|||0.29|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| RADIO/AS NEEDED//||10/22/2003||
709992|1259806||||||||||96|||||h||NOEC||INC|PHY||CASS||LD|||9.99||||||A|||68|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/34/68/136 ug/L//TESTID/2//|1259806|07/25/2007||
2378167|2189473||||||||||96|||||h||LOEC||DEC|POP||ABND|||||||||||A|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| ||03/30/2017|04/05/2017|
163447|1203220||||||||||7|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||171.0|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
186383|1210182||||||||||24|||||h|||||GRO||SIZE||WO|||||||||F|||40|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/14/2000||
783595|1324419||||||||||||18||36|h||NOEC||DEC|POP||CHLO|||||||||||F|||0.56|||||kg/ha||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| LIFESTG/FROM RAPIDLY GROWING STOCK CULTURE//DNUM/5//DOSES/0.56/1.12/2.24/4.48 kg/ha//TESTID/16//OEF/METHOD EFCTS////|1324419|05/20/2010||
37464|1013346||||||||||6|||||h||||DEC|PHY||PSYN/|COMPLETE INHIBITION//||||||||||A|||1000|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||01/31/1985|01/19/1996|
703556|1254683||||||||||96|||||h||LOEC|||POP||ABND|||||||||||A|||64|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||||||||||||||||||||||||||||||||||| DNUM/11//||02/03/2006||
2175353|2095518||||||||||72|||||h||EC50||DEC|PHY||PSII/|ELECTRON TRANSPORT||||||||||F||||>|100|<|200|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/04/2014|
26181|1114379||||||||||||||||||||PHY/||PSYN|||||||||||F|||100|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CONC/LOWEST CONC//EFCT/DEC O2 PRODUCTION// ||01/31/1985||
94232|1139946||||||||||3|||||h||EC50|||PHY||PSYN|||||||||||A|||300|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||01/27/1987||
402533|1229310||||||||||16|||||d||EC90|||POP||GPOP|||||||||||F|||1|||||umol/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||P||||||||||||||||||||||||||||||||| ||10/15/2001||
2459466|2220884|||||||||<=|12|||||d|DURING STATIONARY GROWTH PHASE|EC50||DEC|POP||ABND|||||||||||A|||75.74|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||OTIME/DURING STATIONARY GROWTH PHASE// ||05/22/2019|05/22/2019|
2188388|2103044||||||||||24|||||h||NOEC||INC|POP||PSII/|ABS/RC, ALSO MEASURED QUANTUM YIELD, NON-REGULATED, NON-PHOTOCHEMICAL ENERGY DISSIPATION||||||||||F|||1000|||||umol/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| ||03/30/2014|03/30/2014|
2188392|2103045||||||||||24|||||h||||CHG|POP||CHLA/|DATA REPORTED FOR 100 UMOL/L ONLY||||||||||F|||100|||||umol/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||03/30/2014|03/30/2014|
2137197|2077146|||||||||<=|80|||||mi||LOEC/|MINIMUM EFFECT CONCENTRATION|DEC|PHY||PSII|||||||||||A||<|460|||||nM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| ||06/25/2013|06/25/2013|
2175362|2095526||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|0|<|200|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/04/2014|
163440|1203213||||||||||14|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||88.8|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
800840|1339883||||||||||48|||||h||LOEC||INC|BCM||MLDH|||||||||||F|||100|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/2//DOSES/100 ug/L//TESTID/1//OEF/MIXTURE//CONC/ONLY CONC TESTED////||09/14/2011||
2175463|2095584||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|200|<|400|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/05/2014|02/05/2014|
163442|1203215||||||||||28|||||d||EC50||DEC|POP||GPOP/|CHLOROPHYLL A//||||||||||A|||42.4|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998|05/05/1998|
235632|1244376||||||||||96|||||h||LOEC||DEC|PRS||PPRO|||||||||||F|||25|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.001||||||U||P||||||||||||||||||||||||||||||||| TESTID/1//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/2//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|69818|06/08/2007|04/10/2017|
2407610|2203160||||||||||10|||||d||EC100||DEC|POP||PGRT|||||||||||A|||0.50|||||ppm|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||10/31/2017|10/31/2017|
2459483|2220892|||||||||<=|12|||||d|DURING STATIONARY GROWTH PHASE|EC50||DEC|POP||ABND|||||||||||A|||1321|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||OTIME/DURING STATIONARY GROWTH PHASE// ||05/22/2019|05/22/2019|
108554|1140700||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||34||29||40|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|07/21/1992|
186372|1210171||||||||||||5||1440|mi||BCF||INC|ACC||RSDE||WO|||||||||F|||40|||||ug/L|||||||||||||||||||||||121.3|||||L/kg|BIOVOLUME||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||BCF1/BIOVOLUME// ||04/14/2000|04/17/2000|
186370|1210169||||||||||||5||1440|mi||BCF||INC|ACC||RSDE||WO|||||||||F|||40|||||ug/L|||||||||||||||||||||||200.9|||||L/kg|BIOVOLUME||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||BCF1/BIOVOLUME// ||04/14/2000|04/17/2000|
801591|1340556||||||||||72|||||h||LOEL||DEC|POP||CHLA/|DATA AT OTHER CONCENTRATIONS NOT REPORTED, MAXIMUM. OTHER PHY PARAMETERS ALSO REPORTED||||||||||F|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/5//DOSES/0.01/0.05/0.1/0.15 uM//TESTID/2//OEF/TEMP EFCTS////||09/22/2011||
2190411|2104041||||||||||48|||||h||NOEC||DEC|POP||PSII|||||||||||A|||52.3|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
2190429|2104041||||||||||72|||||h||EC10||DEC|POP||PSII|||||||||||A|||12.81|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
101818|1140757||||||||||||2||3|wk||EC50|||POP||BMAS|||||||||||A|||58.7||47.8||70.9|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||09/26/1988||
782430|1323328||||||||||6|||||d||IC50||DEC|POP||ABND|||||||||||F|||3.26||2.06||4.55|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/2//DOSES/15 uM//TESTID/1//CONC/ONLY CONC TESTED//OEF/MIXTURE////||05/13/2010||
2175361|2095525||||||||||72|||||h||EC50||DEC|PHY||PSII/|ELECTRON TRANSPORT||||||||||F||||>|200|<|300|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/04/2014|
2380229|2190048||||||||||96|||||h||NOEC||INC|BCM||CHLA/|PER CELL||||||||||A|||0.5|||||uM||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||Z||R||||||||||||||||||||||||||||||||| |69954|04/11/2017|04/11/2017|
225597|1238836||||||||||2|||||h||EC50||CHG|PHY||PSII/|INHIBITION AND REVERSABILITY//||||||||||A|||96|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||01/28/2004|03/15/2004|
801124|1340131||||||||||96|||||h||NOEC||DEC|POP||IRIN|||||||||||A|||17|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||U||R||||||||||||||||||||||||||||||||| DNUM/5//DOSES/10/17/29/50 ug/L//TESTID/1//OEF/PULSED EXPOSURE, RECOVERY, SUSPENDED SOLIDS////|1340131|09/19/2011||
2378800|2189676||||||||||5|||||d||NOEC||DEC|POP||PSII/|EFFICIENCY OF PSII||||||||||F|||0.002|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| |69592|04/04/2017|04/05/2017|
159945|1199559||||||||||96|||||h||EC50||DEC|POP||GPOP/|FLUORESCENCE//||||||||||A|||235||189||281|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||03/06/1998|05/26/2016|
188007|1214824||||||||||12|||||d||EC50||DEC|POP||BMAS|||||||||||A|||75.72|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||05/11/2000|05/23/2000|
800826|1339870||||||||||96|||||h||LOEC||DEC|POP||PGRT|||||||||||A|||50|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||P||||||||||||||||||||||||||||||||| DNUM/6//DOSES/12.5/25/50/100/200 ug/L//TESTID/4//OEF/MIXTURE EFFECTS////|1339870|09/14/2011||
37712|1019155||||||||||33|||||d||BCF|||ACC||RSDE|||||||||||A|||4.1|||||ug/L|||||||||||||||||||||||83|||||L/kg|||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| AERATION// MODEL ECOSYSTEM WITH MIXED SPECIES// CARRIER/ SOIL// ADDED PESTICIDE-TREATED SOIL TO 4 L H2O// 5400 LUX, 12 H PHOTOPERIOD// ||01/31/1985||
2176106|2095916||||||||||24|||||h||LOEC||INC|ENZ||CTLS|||||||||||A|||25|||||AI ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| ||02/06/2014|02/06/2014|
235710|1244390||||||||||96|||||h||NOEC||NEF|BCM||PRTL|||||||||||F|||200|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P||0.3155||||||U||R||||||||||||||||||||||||||||||||| TESTID/4//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||06/11/2007|04/10/2017|
801586|1340551||||||||||72|||||h||LOEL||DEC|PHY||PSII/|DATA AT OTHER CONCENTRATIONS NOT REPORTED, MAXIMUM. ADDITONAL PHY PARAMETERS REPORTED||||||||||F|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/5//DOSES/0.01/0.05/0.1/0.15 uM//TESTID/1//OEF/TEMP EFCTS////||09/22/2011||
227096|1238523||||||||||3|||||d|||||BCM||FLRS/|FLUORESCENCE RESPONSE INDEX//||||||||||A||||>|0|<|8|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CONTR/C,V//CONC/FROM GRAPH//||04/27/2004||
2459468|2220885|||||||||<=|12|||||d|DURING STATIONARY GROWTH PHASE|EC50||DEC|POP||ABND|||||||||||A|||75.72|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||OTIME/DURING STATIONARY GROWTH PHASE// ||05/22/2019|05/22/2019|
2379532|2189906||||||||||96|||||h||LOEL||DEC|BCM||CHLA/|CHLOROPHYLL A AUTOFLUORESCENCE||||||||||A|||0.002|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||P||||||||||||||||||||||||||||||||| ||04/06/2017|07/20/2021|
800012|1339120||||||||||24|||||h||EC50||DEC|POP||PGRT/|COLONY FORMING UNITS GROWTH RATE||||||||||F|||26.3||14.0||49.2|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/CELLS PER ML//DNUM/8//DOSES/0.1/0.3/1/3/10/30/100 uM//TESTID/5//OEF/IRRADIANCE////||09/07/2011||
22477|1157147||||||||||96|||||h||EC50||DEC|POP||ABND/|CELL DENSITY//||||||||||A|||21||14||27|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||10/20/1995||
227036|1233979||||||||||||3||5|d||||DEC|POP||PGRT/|SLANT AGAR TECHNIQUE//||||||||||F|||||0.23||3.71|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/26/2004||
38610|1109976||||||||||24|||||h|||||POP/||GPOP|||||||||||F|||10000|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| MEDIUM/MODIFIED BRISTOL'S SOLN, LYNN & BROOK, 1969// 3200*- 3800* LUX, CONTINUOUS ILLUMINATION// EFCT/92 % DEC FROM CONTR// ||01/31/1985||
2378407|2189533||||||||||72|||||h||LOEC||DEC|POP||CHLA|||||||||||F|||5.00|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||P||||||||||||||||||||||||||||||||| |69696|03/31/2017|04/06/2017|
181111|1212352||||||||||4|||||h||EC50||DEC|BCM||CHLA|||||||||||F|||232|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P|>|0.01||||||U||P||||||||||||||||||||||||||||||||| NR||02/14/2000|03/14/2000|
225594|1238833||||||||||2|||||h||||INC|POP||CHLO|||||||0|~|16||A|||||2||10|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CONC/FROM GRAPH//EFCT%/FROM GRAPH//LIFESTG/CELLS PER MEMBRANE//||01/28/2004|01/28/2004|
800828|1339871||||||||||96|||||h||EC50||DEC|POP||PGRT|||||||||||A|||69.4||65.9||81.7|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| DNUM/6//DOSES/12.5/25/50/100/200 ug/L//TESTID/4//OEF/MIXTURE EFFECTS////||09/14/2011||
2175480|2095599||||||||||72|||||h||EC50||DEC|PHY||PSII/|QUANTUM YIELD||||||||||F||||>|0|<|200|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/05/2014|02/05/2014|
705072|1255796||||||||||20|||||mi||LOEC|||POP||PSYN|||||||||||A|||5.0|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||||||||||||||||||||||||||||||||||| |1255796|10/20/2006||
736617|1280191||||||||||5|||||d||NOEL||DEC|POP||ABND/|CHLOROPHYLL A ALSO REPORTED||||90||||||A|||700|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<=|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/6//DOSES/200/400/700/1200/2000 ug/L//TESTID/4//OEF/RECOVERY////|1280191|09/26/2008||
2316429|2163430||||||||||24|||||h||LOEC||DEC|POP||PGRT|||||45.6||||||A|||0.25|||||uM|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||12/29/2015|12/30/2015|
2378791|2189675||||||||||5|||||d||NOEC||DEC|POP||PSII/|EFFICIENCY OF PSII||||||||||F|||0.002|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| |69590|04/04/2017|04/05/2017|
801770|1340687||||||||||96|||||h||EC50||DEC|POP||ABND|||||||||||A|||65||61||69|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/6//DOSES/19/38/75/150/300 ug/L//TESTID/54//OEF/HAZZARD ASSESSMENTS////||09/27/2011||
704996|1255703||||||||||96|||||h||IC50||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||63.4|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
